player_id,active_years,extra_stints,g,w,l,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,ibb,wp,hbp,bfp,gf,r,tbf,war,era,baopp,tbf_per_g,starter_ratio,w_per_g,l_per_g,p_win,gf_per_g,cg_per_g,sho_per_g,sv_per_g,ipouts_per_g,bb_per_bfp,hbp_per_bfp,hr_per_tbf,so_per_tbf,wp_per_bfp,so_per_bb
hayneji01,6,0,139,38,47,118,1,1,1,2166.0,822,452,90,378,467,17.0,34.0,18.0,3282.0,10.0,492,2870.0,2.8,5.63434903,0.28641115,20.64748201,0.84892086,0.27338129,0.33812950,0.44705882,0.07194245,0.00719424,0.00719424,0.00719424,15.58273381,0.11517367,0.00548446,0.03135889,0.16271777,0.01035954,1.23544974
boddimi01,6,0,103,49,37,93,35,11,0,2047.0,623,246,53,241,409,11.0,18.0,10.0,2830.0,6.0,284,2579.0,31.7,3.24474841,0.24156650,25.03883495,0.90291262,0.47572816,0.35922330,0.56976744,0.05825243,0.33980583,0.10679612,0.00000000,19.87378641,0.08515901,0.00353357,0.02055060,0.15858860,0.00636042,1.69709544
mahleri01,6,0,138,30,26,76,15,3,2,1739.0,577,232,40,187,285,20.0,15.0,5.0,2433.0,17.0,257,2241.0,19.5,3.60207016,0.25747434,16.23913043,0.55072464,0.21739130,0.18840580,0.53571429,0.12318841,0.10869565,0.02173913,0.01449275,12.60144928,0.07685984,0.00205508,0.01784917,0.12717537,0.00616523,1.52406417
ericksc01,6,1,172,70,64,169,21,9,0,3264.0,1146,506,90,402,588,11.0,31.0,43.0,4690.0,2.0,556,4245.0,24.9,4.18566176,0.26996466,24.68023256,0.98255814,0.40697674,0.37209302,0.52238806,0.01162791,0.12209302,0.05232558,0.00000000,18.97674419,0.08571429,0.00916844,0.02120141,0.13851590,0.00660981,1.46268657
harenda01,6,0,163,65,52,154,6,1,0,2992.0,983,412,113,232,812,18.0,41.0,32.0,4158.0,2.0,454,3848.0,32.9,3.71791444,0.25545738,23.60736196,0.94478528,0.39877301,0.31901840,0.55555556,0.01226994,0.03680982,0.00613497,0.00000000,18.35582822,0.05579606,0.00769601,0.02936590,0.21101871,0.00986051,3.50000000
willimi03,6,0,109,13,27,54,1,0,1,1196.0,426,218,51,153,237,14.0,25.0,10.0,1733.0,16.0,238,1570.0,3.5,4.92140468,0.27133758,14.40366972,0.49541284,0.11926606,0.24770642,0.32500000,0.14678899,0.00917431,0.00000000,0.00917431,10.97247706,0.08828621,0.00577034,0.03248408,0.15095541,0.01442585,1.54901961
borkoda01,4,0,51,5,13,21,0,0,0,503.0,192,118,23,77,126,5.0,5.0,10.0,767.0,11.0,129,673.0,-2.1,6.33399602,0.28528975,13.19607843,0.41176471,0.09803922,0.25490196,0.27777778,0.21568627,0.00000000,0.00000000,0.00000000,9.86274510,0.10039113,0.01303781,0.03417533,0.18722140,0.00651890,1.63636364
shielja02,6,0,185,72,63,184,16,6,0,3681.0,1231,540,159,282,1027,9.0,44.0,38.0,5095.0,0.0,585,4729.0,27.6,3.96088020,0.26030873,25.56216216,0.99459459,0.38918919,0.34054054,0.53333333,0.00000000,0.08648649,0.03243243,0.00000000,19.89729730,0.05534838,0.00745829,0.03362233,0.21717065,0.00863592,3.64184397
papeljo01,6,0,333,19,18,3,0,0,188,1095.0,272,90,28,105,422,9.0,9.0,14.0,1474.0,280.0,104,1338.0,23.6,2.21917808,0.20328849,4.01801802,0.00900901,0.05705706,0.05405405,0.51351351,0.84084084,0.00000000,0.00000000,0.56456456,3.28828829,0.07123474,0.00949796,0.02092676,0.31539611,0.00610583,4.01904762
witasja01,6,2,155,25,28,56,3,1,1,1315.0,509,259,71,215,378,11.0,17.0,21.0,2020.0,29.0,296,1767.0,3.1,5.31787072,0.28805886,11.40000000,0.36129032,0.16129032,0.18064516,0.47169811,0.18709677,0.01935484,0.00645161,0.00645161,8.48387097,0.10643564,0.01039604,0.04018110,0.21392190,0.00841584,1.75813953
hillri01,6,0,84,22,20,70,2,1,0,1198.0,364,214,55,178,358,7.0,6.0,17.0,1726.0,2.0,226,1500.0,11.5,4.82303840,0.24266667,17.85714286,0.83333333,0.26190476,0.23809524,0.52380952,0.02380952,0.02380952,0.01190476,0.00000000,14.26190476,0.10312862,0.00984936,0.03666667,0.23866667,0.00347625,2.01123596
henrydw01,6,0,66,3,6,0,0,0,5,233.0,74,46,6,59,72,2.0,13.0,4.0,368.0,27.0,48,305.0,0.0,5.33047210,0.24262295,4.62121212,0.00000000,0.04545455,0.09090909,0.33333333,0.40909091,0.00000000,0.00000000,0.07575758,3.53030303,0.16032609,0.01086957,0.01967213,0.23606557,0.03532609,1.22033898
capuach01,5,0,124,42,48,116,3,2,0,2135.0,729,347,101,240,585,14.0,26.0,40.0,3078.0,2.0,380,2739.0,9.2,4.38829040,0.26615553,22.08870968,0.93548387,0.33870968,0.38709677,0.46666667,0.01612903,0.02419355,0.01612903,0.00000000,17.21774194,0.07797271,0.01299545,0.03687477,0.21358160,0.00844704,2.43750000
turnbde01,4,0,108,9,1,1,0,0,39,381.0,94,34,12,70,107,2.0,12.0,3.0,531.0,89.0,37,457.0,1.1,2.40944882,0.20568928,4.23148148,0.00925926,0.08333333,0.00925926,0.90000000,0.82407407,0.00000000,0.00000000,0.36111111,3.52777778,0.13182674,0.00564972,0.02625821,0.23413567,0.02259887,1.52857143
cottsne01,6,0,265,10,10,5,0,0,1,736.0,231,123,35,122,226,15.0,17.0,14.0,1085.0,47.0,132,934.0,5.0,4.51222826,0.24732334,3.52452830,0.01886792,0.03773585,0.03773585,0.50000000,0.17735849,0.00000000,0.00000000,0.00377358,2.77735849,0.11244240,0.01290323,0.03747323,0.24197002,0.01566820,1.85245902
jenksbo01,6,0,329,14,18,0,0,0,173,1025.0,302,129,25,110,334,23.0,16.0,8.0,1419.0,282.0,137,1277.0,8.3,3.39804878,0.23649178,3.88145897,0.00000000,0.04255319,0.05471125,0.43750000,0.85714286,0.00000000,0.00000000,0.52583587,3.11550152,0.07751938,0.00563777,0.01957713,0.26155051,0.01127555,3.03636364
germaju01,4,0,47,8,16,35,0,0,0,615.0,226,120,25,70,119,6.0,5.0,10.0,900.0,7.0,131,809.0,-2.1,5.26829268,0.27935723,17.21276596,0.74468085,0.17021277,0.34042553,0.33333333,0.14893617,0.00000000,0.00000000,0.00000000,13.08510638,0.07777778,0.01111111,0.03090235,0.14709518,0.00555556,1.70000000
lohseky01,6,1,184,54,62,163,4,3,0,2914.0,1095,525,135,308,612,17.0,36.0,44.0,4253.0,10.0,555,3841.0,20.4,4.86444749,0.28508201,20.87500000,0.88586957,0.29347826,0.33695652,0.46551724,0.05434783,0.02173913,0.01630435,0.00000000,15.83695652,0.07241947,0.01034564,0.03514710,0.15933351,0.00846461,1.98701299
hamelco01,6,0,181,74,54,180,10,4,0,3484.0,1033,438,141,292,1091,26.0,17.0,25.0,4735.0,0.0,464,4355.0,52.8,3.39437428,0.23719862,24.06077348,0.99447514,0.40883978,0.29834254,0.57812500,0.00000000,0.05524862,0.02209945,0.00000000,19.24861878,0.06166843,0.00527983,0.03237658,0.25051665,0.00359029,3.73630137
rincoju01,6,0,299,25,21,3,0,0,3,1060.0,316,128,20,138,343,14.0,18.0,12.0,1494.0,79.0,149,1318.0,4.6,3.26037736,0.23975721,4.40802676,0.01003344,0.08361204,0.07023411,0.54347826,0.26421405,0.00000000,0.00000000,0.01003344,3.54515050,0.09236948,0.00803213,0.01517451,0.26024279,0.01204819,2.48550725
burketi01,6,0,388,40,22,2,0,0,96,1663.0,476,153,38,175,370,59.0,18.0,16.0,2287.0,212.0,176,2096.0,12.5,2.48406494,0.22709924,5.40206186,0.00515464,0.10309278,0.05670103,0.64516129,0.54639175,0.00000000,0.00000000,0.24742268,4.28608247,0.07651946,0.00699606,0.01812977,0.17652672,0.00787057,2.11428571
graveda01,6,1,299,28,18,0,0,0,97,1259.0,400,162,35,167,248,22.0,14.0,11.0,1782.0,210.0,185,1589.0,6.0,3.47418586,0.25173065,5.31438127,0.00000000,0.09364548,0.06020067,0.60869565,0.70234114,0.00000000,0.00000000,0.32441472,4.21070234,0.09371493,0.00617284,0.02202643,0.15607300,0.00785634,1.48502994
baileho02,6,0,111,38,33,111,3,2,0,1932.0,668,322,78,222,506,14.0,21.0,22.0,2781.0,0.0,349,2494.0,5.9,4.50000000,0.26784282,22.46846847,1.00000000,0.34234234,0.29729730,0.53521127,0.00000000,0.02702703,0.01801802,0.00000000,17.40540541,0.07982740,0.00791082,0.03127506,0.20288693,0.00755124,2.27927928
mahayro01,6,1,114,9,2,3,0,0,2,441.0,137,74,27,77,121,3.0,11.0,2.0,643.0,27.0,82,561.0,8.1,4.53061224,0.24420677,4.92105263,0.02631579,0.07894737,0.01754386,0.81818182,0.23684211,0.00000000,0.00000000,0.01754386,3.86842105,0.11975117,0.00311042,0.04812834,0.21568627,0.01710731,1.57142857
wehrmda01,4,0,46,2,7,10,0,0,0,310.0,122,72,9,67,51,8.0,4.0,3.0,491.0,7.0,79,421.0,-2.3,6.27096774,0.28978622,9.15217391,0.21739130,0.04347826,0.15217391,0.22222222,0.15217391,0.00000000,0.00000000,0.00000000,6.73913043,0.13645621,0.00610998,0.02137767,0.12114014,0.00814664,0.76119403
oflaher01,6,0,290,14,9,0,0,0,0,732.0,227,85,11,87,188,20.0,12.0,17.0,1038.0,35.0,96,918.0,3.9,3.13524590,0.24727669,3.16551724,0.00000000,0.04827586,0.03103448,0.60869565,0.12068966,0.00000000,0.00000000,0.00000000,2.52413793,0.08381503,0.01637765,0.01198257,0.20479303,0.01156069,2.16091954
valdeis01,6,0,176,61,54,150,10,5,1,3075.0,963,385,104,286,756,24.0,16.0,15.0,4275.0,8.0,427,3974.0,24.7,3.38048780,0.24232511,22.57954545,0.85227273,0.34659091,0.30681818,0.53043478,0.04545455,0.05681818,0.02840909,0.00568182,17.47159091,0.06690058,0.00350877,0.02617011,0.19023654,0.00374269,2.64335664
hochelu01,6,0,132,38,59,128,5,2,0,2313.0,825,462,95,257,531,9.0,34.0,40.0,3336.0,1.0,495,3018.0,3.2,5.39299611,0.27335984,22.86363636,0.96969697,0.28787879,0.44696970,0.39175258,0.00757576,0.03787879,0.01515152,0.00000000,17.52272727,0.07703837,0.01199041,0.03147780,0.17594433,0.01019185,2.06614786
dopsojo01,4,0,63,15,21,61,3,0,0,1106.0,354,152,35,140,209,3.0,12.0,3.0,1576.0,0.0,177,1433.0,5.9,3.71066908,0.24703419,22.74603175,0.96825397,0.23809524,0.33333333,0.41666667,0.00000000,0.04761905,0.00000000,0.00000000,17.55555556,0.08883249,0.00190355,0.02442428,0.14584787,0.00761421,1.49285714
sarmima01,5,0,141,14,13,5,0,0,7,794.0,234,109,27,90,153,18.0,2.0,3.0,1100.0,55.0,120,1007.0,3.9,3.70654912,0.23237339,7.14184397,0.03546099,0.09929078,0.09219858,0.51851852,0.39007092,0.00000000,0.00000000,0.04964539,5.63120567,0.08181818,0.00272727,0.02681231,0.15193644,0.00181818,1.70000000
houseto01,6,0,221,19,14,1,0,0,32,969.0,277,116,27,122,187,29.0,11.0,11.0,1343.0,134.0,135,1210.0,5.1,3.23219814,0.22892562,5.47511312,0.00452489,0.08597285,0.06334842,0.57575758,0.60633484,0.00000000,0.00000000,0.14479638,4.38461538,0.09084140,0.00819062,0.02231405,0.15454545,0.00819062,1.53278689
bucknbi02,4,0,36,6,11,21,0,0,0,415.0,173,96,24,54,103,1.0,9.0,6.0,616.0,6.0,99,551.0,-1.2,6.24578313,0.31397459,15.30555556,0.58333333,0.16666667,0.30555556,0.35294118,0.16666667,0.00000000,0.00000000,0.00000000,11.52777778,0.08766234,0.00974026,0.04355717,0.18693285,0.01461039,1.90740741
hartzpa01,5,0,166,27,38,76,22,2,12,2079.0,749,296,49,175,234,26.0,15.0,23.0,2928.0,58.0,339,2730.0,6.0,3.84415584,0.27435897,16.44578313,0.45783133,0.16265060,0.22891566,0.41538462,0.34939759,0.13253012,0.01204819,0.07228916,12.52409639,0.05976776,0.00785519,0.01794872,0.08571429,0.00512295,1.33714286
patteda04,6,0,288,24,16,0,0,0,4,966.0,354,142,27,90,206,17.0,15.0,9.0,1368.0,89.0,152,1256.0,5.3,3.96894410,0.28184713,4.36111111,0.00000000,0.08333333,0.05555556,0.60000000,0.30902778,0.00000000,0.00000000,0.01388889,3.35416667,0.06578947,0.00657895,0.02149682,0.16401274,0.01096491,2.28888889
corbedo01,6,1,256,20,26,1,0,0,55,1354.0,406,152,33,165,291,44.0,11.0,5.0,1878.0,179.0,170,1708.0,9.2,3.03101920,0.23770492,6.67187500,0.00390625,0.07812500,0.10156250,0.43478261,0.69921875,0.00000000,0.00000000,0.21484375,5.28906250,0.08785942,0.00266241,0.01932084,0.17037471,0.00585729,1.76363636
swiftbi02,5,0,182,29,38,86,7,1,7,2006.0,753,321,34,227,244,20.0,25.0,29.0,2907.0,32.0,373,2651.0,18.8,4.32053838,0.28404376,14.56593407,0.47252747,0.15934066,0.20879121,0.43283582,0.17582418,0.03846154,0.00549451,0.03846154,11.02197802,0.07808738,0.00997592,0.01282535,0.09204074,0.00859993,1.07488987
romerjc01,6,0,259,21,17,22,0,0,2,1052.0,345,175,32,170,288,18.0,26.0,17.0,1539.0,48.0,189,1332.0,7.5,4.49144487,0.25900901,5.14285714,0.08494208,0.08108108,0.06563707,0.55263158,0.18532819,0.00000000,0.00000000,0.00772201,4.06177606,0.11046134,0.01104613,0.02402402,0.21621622,0.01689409,1.69411765
jonesba01,6,1,281,26,26,0,0,0,22,1068.0,316,125,27,156,213,30.0,20.0,4.0,1493.0,108.0,145,1333.0,1.8,3.16011236,0.23705926,4.74377224,0.00000000,0.09252669,0.09252669,0.50000000,0.38434164,0.00000000,0.00000000,0.07829181,3.80071174,0.10448761,0.00267917,0.02025506,0.15978995,0.01339585,1.36538462
madurca01,4,0,56,8,14,29,0,0,0,610.0,208,132,31,96,111,6.0,9.0,11.0,892.0,9.0,134,782.0,-0.4,5.84262295,0.26598465,13.96428571,0.51785714,0.14285714,0.25000000,0.36363636,0.16071429,0.00000000,0.00000000,0.00000000,10.89285714,0.10762332,0.01233184,0.03964194,0.14194373,0.01008969,1.15625000
estessh01,6,0,133,55,42,133,9,6,0,2493.0,794,397,63,444,686,14.0,50.0,24.0,3634.0,0.0,433,3153.0,9.4,4.29963899,0.25182366,23.70676692,1.00000000,0.41353383,0.31578947,0.56701031,0.00000000,0.06766917,0.04511278,0.00000000,18.74436090,0.12217942,0.00660429,0.01998097,0.21757057,0.01375894,1.54504505
milleju01,4,0,107,17,9,33,0,0,0,744.0,262,147,34,132,191,11.0,13.0,16.0,1115.0,12.0,159,949.0,1.5,5.33467742,0.27608008,8.86915888,0.30841121,0.15887850,0.08411215,0.65384615,0.11214953,0.00000000,0.00000000,0.00000000,6.95327103,0.11838565,0.01434978,0.03582719,0.20126449,0.01165919,1.44696970
lemanda01,6,0,132,25,44,73,19,0,0,1980.0,737,352,63,276,337,18.0,34.0,12.0,2917.0,28.0,395,2629.0,3.7,4.80000000,0.28033473,19.91666667,0.55303030,0.18939394,0.33333333,0.36231884,0.21212121,0.14393939,0.00000000,0.00000000,15.00000000,0.09461776,0.00411382,0.02396348,0.12818562,0.01165581,1.22101449
sosael01,6,2,293,29,27,2,0,0,34,1338.0,404,173,31,178,273,31.0,19.0,11.0,1887.0,149.0,206,1698.0,9.2,3.49103139,0.23792697,5.79522184,0.00682594,0.09897611,0.09215017,0.51785714,0.50853242,0.00000000,0.00000000,0.11604096,4.56655290,0.09432962,0.00582936,0.01825677,0.16077739,0.01006889,1.53370787
hendrma01,6,1,179,43,55,135,5,2,0,2532.0,985,470,102,238,464,16.0,23.0,16.0,3695.0,5.0,523,3379.0,4.2,5.01184834,0.29150636,18.87709497,0.75418994,0.24022346,0.30726257,0.43877551,0.02793296,0.02793296,0.01117318,0.00000000,14.14525140,0.06441137,0.00433018,0.03018645,0.13731873,0.00622463,1.94957983
hernaxa01,6,0,253,22,18,7,0,0,25,1187.0,355,157,34,155,320,25.0,21.0,11.0,1684.0,88.0,178,1518.0,2.7,3.57118787,0.23386034,6.00000000,0.02766798,0.08695652,0.07114625,0.55000000,0.34782609,0.00000000,0.00000000,0.09881423,4.69169960,0.09204276,0.00653207,0.02239789,0.21080369,0.01247031,2.06451613
pattebo01,5,0,96,15,15,20,0,0,6,614.0,222,106,19,59,138,15.0,2.0,4.0,881.0,27.0,111,818.0,4.7,4.66123779,0.27139364,8.52083333,0.20833333,0.15625000,0.15625000,0.50000000,0.28125000,0.00000000,0.00000000,0.06250000,6.39583333,0.06696935,0.00454030,0.02322738,0.16870416,0.00227015,2.33898305
reyesal01,6,2,173,13,7,0,0,0,2,633.0,179,100,28,113,202,7.0,8.0,14.0,922.0,53.0,102,792.0,6.1,4.26540284,0.22601010,4.57803468,0.00000000,0.07514451,0.04046243,0.65000000,0.30635838,0.00000000,0.00000000,0.01156069,3.65895954,0.12255965,0.01518438,0.03535354,0.25505051,0.00867679,1.78761062
zambrvi01,6,1,174,45,41,96,1,0,3,2050.0,637,338,72,382,513,11.0,44.0,58.0,3062.0,34.0,373,2569.0,5.4,4.45170732,0.24795640,14.76436782,0.55172414,0.25862069,0.23563218,0.52325581,0.19540230,0.00574713,0.00000000,0.01724138,11.78160920,0.12475506,0.01894187,0.02802647,0.19968859,0.01436969,1.34293194
baileco01,6,0,82,5,5,0,0,0,0,281.0,98,44,5,52,65,8.0,6.0,1.0,414.0,24.0,47,361.0,2.4,4.22775801,0.27146814,4.40243902,0.00000000,0.06097561,0.06097561,0.50000000,0.29268293,0.00000000,0.00000000,0.00000000,3.42682927,0.12560386,0.00241546,0.01385042,0.18005540,0.01449275,1.25000000
austiri01,3,0,86,4,8,8,1,1,6,392.0,131,67,16,78,103,15.0,5.0,7.0,592.0,33.0,70,507.0,0.3,4.61479592,0.25838264,5.89534884,0.09302326,0.04651163,0.09302326,0.33333333,0.38372093,0.01162791,0.01162791,0.06976744,4.55813953,0.13175676,0.01182432,0.03155819,0.20315582,0.00844595,1.32051282
zitoba01,6,0,188,86,53,188,9,4,0,3628.0,1017,470,121,461,945,9.0,22.0,52.0,5053.0,0.0,521,4469.0,33.6,3.49779493,0.22756769,23.77127660,1.00000000,0.45744681,0.28191489,0.61870504,0.00000000,0.04787234,0.02127660,0.00000000,19.29787234,0.09123293,0.01029092,0.02707541,0.21145670,0.00435385,2.04989154
mclaujo01,5,0,179,20,23,12,0,0,27,1022.0,332,141,31,141,197,20.0,6.0,6.0,1455.0,101.0,163,1308.0,4.7,3.72504892,0.25382263,7.30726257,0.06703911,0.11173184,0.12849162,0.46511628,0.56424581,0.00000000,0.00000000,0.15083799,5.70949721,0.09690722,0.00412371,0.02370031,0.15061162,0.00412371,1.39716312
olivaom01,6,1,157,30,28,87,2,0,3,1943.0,655,303,60,255,346,13.0,19.0,27.0,2772.0,20.0,320,2490.0,13.2,4.21049923,0.26305221,15.85987261,0.55414013,0.19108280,0.17834395,0.51724138,0.12738854,0.01273885,0.00000000,0.01910828,12.37579618,0.09199134,0.00974026,0.02409639,0.13895582,0.00685426,1.35686275
solomed01,6,0,95,11,13,26,0,0,3,752.0,275,120,29,112,148,16.0,14.0,6.0,1124.0,28.0,152,1006.0,6.0,4.30851064,0.27335984,10.58947368,0.27368421,0.11578947,0.13684211,0.45833333,0.29473684,0.00000000,0.00000000,0.03157895,7.91578947,0.09964413,0.00533808,0.02882704,0.14711730,0.01245552,1.32142857
manshje01,6,0,72,4,9,10,0,0,0,418.0,168,100,18,58,90,8.0,2.0,2.0,631.0,15.0,105,556.0,0.1,6.45933014,0.30215827,7.72222222,0.13888889,0.05555556,0.12500000,0.30769231,0.20833333,0.00000000,0.00000000,0.00000000,5.80555556,0.09191759,0.00316957,0.03237410,0.16187050,0.00316957,1.55172414
abbotgl01,6,0,138,32,44,107,22,2,0,1953.0,704,324,79,207,289,17.0,12.0,20.0,2811.0,9.0,358,2584.0,5.7,4.47926267,0.27244582,18.72463768,0.77536232,0.23188406,0.31884058,0.42105263,0.06521739,0.15942029,0.01449275,0.00000000,14.15217391,0.07363927,0.00711491,0.03057276,0.11184211,0.00426894,1.39613527
choatra01,6,0,164,5,6,0,0,0,0,447.0,133,78,5,84,117,14.0,9.0,19.0,666.0,49.0,85,555.0,4.3,4.71140940,0.23963964,3.38414634,0.00000000,0.03048780,0.03658537,0.45454545,0.29878049,0.00000000,0.00000000,0.00000000,2.72560976,0.12612613,0.02852853,0.00900901,0.21081081,0.01351351,1.39285714
barkele01,6,0,133,39,31,82,20,5,5,1958.0,639,302,37,267,498,9.0,41.0,11.0,2816.0,25.0,328,2538.0,13.1,4.16445352,0.25177305,19.08270677,0.61654135,0.29323308,0.23308271,0.55714286,0.18796992,0.15037594,0.03759398,0.03759398,14.72180451,0.09481534,0.00390625,0.01457841,0.19621749,0.01455966,1.86516854
belisma01,5,0,132,16,22,43,1,0,1,1025.0,413,192,47,96,230,11.0,14.0,17.0,1514.0,24.0,210,1370.0,8.2,5.05756098,0.30145985,10.37878788,0.32575758,0.12121212,0.16666667,0.42105263,0.18181818,0.00757576,0.00000000,0.00757576,7.76515152,0.06340819,0.01122853,0.03430657,0.16788321,0.00924703,2.39583333
loopebr01,6,0,372,19,17,0,0,0,46,1174.0,390,161,31,155,246,18.0,11.0,10.0,1688.0,173.0,181,1506.0,7.3,3.70272572,0.25896414,4.04838710,0.00000000,0.05107527,0.04569892,0.52777778,0.46505376,0.00000000,0.00000000,0.12365591,3.15591398,0.09182464,0.00592417,0.02058433,0.16334661,0.00651659,1.58709677
mooremi01,6,0,190,57,81,185,47,6,1,3685.0,1302,613,122,472,755,25.0,38.0,26.0,5325.0,3.0,679,4827.0,28.2,4.49145183,0.26973275,25.40526316,0.97368421,0.30000000,0.42631579,0.41304348,0.01578947,0.24736842,0.03157895,0.00526316,19.39473684,0.08863850,0.00488263,0.02527450,0.15641185,0.00713615,1.59957627
barlomi01,6,0,121,10,6,2,0,0,6,695.0,257,120,15,98,91,14.0,13.0,11.0,1017.0,53.0,136,908.0,-0.7,4.66187050,0.28303965,7.50413223,0.01652893,0.08264463,0.04958678,0.62500000,0.43801653,0.00000000,0.00000000,0.04958678,5.74380165,0.09636185,0.01081613,0.01651982,0.10022026,0.01278269,0.92857143
lerchra01,6,0,136,35,41,113,16,1,1,2180.0,805,357,71,261,334,15.0,23.0,5.0,3147.0,10.0,393,2881.0,-3.7,4.42155963,0.27941687,21.18382353,0.83088235,0.25735294,0.30147059,0.46052632,0.07352941,0.11764706,0.00735294,0.00735294,16.02941176,0.08293613,0.00158881,0.02464422,0.11593197,0.00730855,1.27969349
humbeph01,6,0,54,11,10,28,0,0,0,643.0,210,98,21,65,151,6.0,12.0,8.0,909.0,9.0,101,828.0,1.0,4.11508554,0.25362319,15.33333333,0.51851852,0.20370370,0.18518519,0.52380952,0.16666667,0.00000000,0.00000000,0.00000000,11.90740741,0.07150715,0.00880088,0.02536232,0.18236715,0.01320132,2.32307692
powelja04,6,1,308,24,17,0,0,0,15,995.0,318,145,18,168,276,19.0,12.0,16.0,1466.0,111.0,162,1281.0,3.0,3.93467337,0.24824356,4.15909091,0.00000000,0.07792208,0.05519481,0.58536585,0.36038961,0.00000000,0.00000000,0.04870130,3.23051948,0.11459754,0.01091405,0.01405152,0.21545667,0.00818554,1.64285714
steveda01,6,1,181,15,16,6,0,0,21,744.0,293,164,47,131,166,11.0,9.0,4.0,1148.0,91.0,170,1013.0,-1.3,5.95161290,0.28923988,5.59668508,0.03314917,0.08287293,0.08839779,0.48387097,0.50276243,0.00000000,0.00000000,0.11602210,4.11049724,0.11411150,0.00348432,0.04639684,0.16386969,0.00783972,1.26717557
butchjo01,6,0,135,35,41,95,21,5,6,2139.0,763,321,62,192,318,18.0,13.0,13.0,3023.0,18.0,351,2818.0,4.3,4.05189341,0.27075940,20.87407407,0.70370370,0.25925926,0.30370370,0.46052632,0.13333333,0.15555556,0.03703704,0.04444444,15.84444444,0.06351307,0.00430036,0.02200142,0.11284599,0.00430036,1.65625000
redmama01,6,1,139,48,51,127,8,0,0,2420.0,854,392,91,255,523,11.0,37.0,22.0,3469.0,3.0,425,3145.0,11.3,4.37355372,0.27154213,22.62589928,0.91366906,0.34532374,0.36690647,0.48484848,0.02158273,0.05755396,0.00000000,0.00000000,17.41007194,0.07350822,0.00634189,0.02893482,0.16629571,0.01066590,2.05098039
sherrge01,6,1,324,14,14,0,0,0,56,752.0,195,93,20,117,257,18.0,7.0,6.0,1058.0,116.0,96,912.0,5.1,3.33909574,0.21381579,2.81481481,0.00000000,0.04320988,0.04320988,0.50000000,0.35802469,0.00000000,0.00000000,0.17283951,2.32098765,0.11058601,0.00567108,0.02192982,0.28179825,0.00661626,2.19658120
sandesc02,6,2,168,30,38,82,2,1,3,1732.0,562,304,74,223,543,23.0,33.0,14.0,2507.0,31.0,330,2270.0,4.0,4.73903002,0.24757709,13.51190476,0.48809524,0.17857143,0.22619048,0.44117647,0.18452381,0.01190476,0.00595238,0.01785714,10.30952381,0.08895094,0.00558436,0.03259912,0.23920705,0.01316314,2.43497758
osunaan01,6,0,265,24,21,0,0,0,10,981.0,261,119,32,141,346,18.0,9.0,9.0,1360.0,89.0,131,1203.0,6.3,3.27522936,0.21695761,4.53962264,0.00000000,0.09056604,0.07924528,0.53333333,0.33584906,0.00000000,0.00000000,0.03773585,3.70188679,0.10367647,0.00661765,0.02660017,0.28761430,0.00661765,2.45390071
tejedro01,6,1,177,23,26,53,0,0,0,1304.0,385,212,45,243,369,10.0,29.0,21.0,1911.0,37.0,235,1616.0,4.1,4.38957055,0.23824257,9.12994350,0.29943503,0.12994350,0.14689266,0.46938776,0.20903955,0.00000000,0.00000000,0.00000000,7.36723164,0.12715856,0.01098901,0.02784653,0.22834158,0.01517530,1.51851852
carraca01,5,0,88,19,26,54,3,1,1,1117.0,384,178,38,112,304,8.0,10.0,9.0,1583.0,17.0,187,1438.0,16.2,4.30259624,0.26703755,16.34090909,0.61363636,0.21590909,0.29545455,0.42222222,0.19318182,0.03409091,0.01136364,0.01136364,12.69318182,0.07075174,0.00568541,0.02642559,0.21140473,0.00631712,2.71428571
neaglde01,6,1,200,45,39,104,9,1,3,2267.0,773,344,86,229,585,21.0,20.0,14.0,3205.0,23.0,368,2962.0,22.4,4.09704455,0.26097232,14.81000000,0.52000000,0.22500000,0.19500000,0.53571429,0.11500000,0.04500000,0.00500000,0.01500000,11.33500000,0.07145086,0.00436817,0.02903444,0.19750169,0.00624025,2.55458515
moehlbr01,6,0,128,47,51,128,10,6,0,2368.0,886,394,95,225,433,8.0,14.0,16.0,3398.0,0.0,428,3150.0,12.5,4.49239865,0.28126984,24.60937500,1.00000000,0.36718750,0.39843750,0.47959184,0.00000000,0.07812500,0.04687500,0.00000000,18.50000000,0.06621542,0.00470865,0.03015873,0.13746032,0.00412007,1.92444444
condrcl01,4,0,78,9,6,9,0,0,2,418.0,159,75,15,54,84,10.0,2.0,10.0,624.0,26.0,80,546.0,1.7,4.84449761,0.29120879,7.00000000,0.11538462,0.11538462,0.07692308,0.60000000,0.33333333,0.00000000,0.00000000,0.02564103,5.35897436,0.08653846,0.01602564,0.02747253,0.15384615,0.00320513,1.55555556
sanchan01,6,0,114,39,38,113,6,4,0,2020.0,650,278,59,272,566,22.0,19.0,25.0,2915.0,0.0,304,2571.0,21.7,3.71584158,0.25281991,22.55263158,0.99122807,0.34210526,0.33333333,0.50649351,0.00000000,0.05263158,0.03508772,0.00000000,17.71929825,0.09331046,0.00857633,0.02294827,0.22014780,0.00651801,2.08088235
